,state,agi_stub,returns,agi,wages,dividends,capital_gains,business_total,year,agi_stub_cat
5752,SD,10,2110,7308779,1085676,311173,2439318,291430796150,2012.0,"$1,000,000 or more"
5753,TN,0,3245950,261681278,161462798,5810483,35343372,1375409613740376,2012.0,No AGI Stub
5754,TN,1,76350,-2186450,281679,39713,311554,-850902-426106,2012.0,Under $1
5755,TN,2,370090,1945384,1434131,27035,25954,-20043251203,2012.0,"$1 under $10,000"
5756,TN,3,632530,10834077,8023803,66010,99833,2872976696,2012.0,"$10,000 under $25,000"
5757,TN,4,805460,29384723,24247007,133559,252523,520761068917,2012.0,"$25,000 under $50,000"
5758,TN,5,466040,28608781,22343903,180456,391615,1207801003320,2012.0,"$50,000 under $75,000"
5759,TN,6,286130,24789705,18474545,204980,503569,165783931546,2012.0,"$75,000 under $100,000"
5760,TN,7,429140,58217997,41540064,756126,2325722,8480782554847,2012.0,"$100,000 under $200,000"
5761,TN,8,139910,40449522,24437384,1051966,4304174,23203523272545,2012.0,"$200,000 under $500,000"
5762,TN,9,25810,17474511,8557356,633913,3210507,24058121586972,2012.0,"$500,000 under $1,000,000"
5763,TN,10,14500,52163028,12122926,2716725,23917921,87092882520436,2012.0,"$1,000,000 or more"
5764,TX,0,13489840,1183078980,748325090,27935805,161868404,7765886735940422,2012.0,No AGI Stub
5765,TX,1,319620,-16488856,2012431,285944,1946887,-6290875-2088435,2012.0,Under $1
5766,TX,2,1471610,7728931,5896321,101735,106737,-1685861192061,2012.0,"$1 under $10,000"
5767,TX,3,2767060,47457250,35424627,240365,374500,-1309854636533,2012.0,"$10,000 under $25,000"
5768,TX,4,3201390,116174148,96885824,497761,959458,375474119023,2012.0,"$25,000 under $50,000"
5769,TX,5,1852240,113503057,92706433,683489,1433754,3334713077137,2012.0,"$50,000 under $75,000"
5770,TX,6,1108700,96023730,74898521,816518,1810189,5681572469499,2012.0,"$75,000 under $100,000"
5771,TX,7,1847910,254138746,193647376,3182618,8658658,35565516559383,2012.0,"$100,000 under $200,000"
5772,TX,8,722110,209258379,142305309,5143628,18556081,110159037937160,2012.0,"$200,000 under $500,000"
5773,TX,9,126320,85270782,44509371,3240336,14884914,120818203504270,2012.0,"$500,000 under $1,000,000"
5774,TX,10,72880,270012813,60038877,13743411,113137226,566558644533791,2012.0,"$1,000,000 or more"
5775,UT,0,1487070,141489479,87380691,2400193,22597094,133352802596142,2012.0,No AGI Stub
5776,UT,1,26630,-1754229,239883,27600,219468,-887744-148012,2012.0,Under $1
5777,UT,2,157830,813060,682730,10534,15451,-2087964808,2012.0,"$1 under $10,000"
5778,UT,3,238110,4107058,3303264,26396,46548,-6900255506,2012.0,"$10,000 under $25,000"
5779,UT,4,339200,12439369,10525407,52596,145710,56658345508,2012.0,"$25,000 under $50,000"
5780,UT,5,223180,13768174,11189554,69514,184178,148528281097,2012.0,"$50,000 under $75,000"
5781,UT,6,154030,13358584,10537926,80888,239439,255082240216,2012.0,"$75,000 under $100,000"
5782,UT,7,248120,33715986,25920492,295699,1157859,1218402564651,2012.0,"$100,000 under $200,000"
5783,UT,8,77650,22448924,14104615,445069,2540289,2728473518797,2012.0,"$200,000 under $500,000"
5784,UT,9,13930,9418442,4262325,296196,2037923,2125437204429,2012.0,"$500,000 under $1,000,000"
5785,UT,10,8390,33174111,6614495,1095701,16010229,7718223269142,2012.0,"$1,000,000 or more"
5786,VT,0,336280,26811362,16016368,958201,3178554,15514741069696,2012.0,No AGI Stub
5787,VT,1,7500,-251101,35649,4876,23104,-94159-23394,2012.0,Under $1
5788,VT,2,38870,186336,127367,6221,3783,-495115568,2012.0,"$1 under $10,000"
5789,VT,3,50790,879484,536808,16286,19458,-107264675,2012.0,"$10,000 under $25,000"
5790,VT,4,82520,3060725,2329360,32203,48188,5297131908,2012.0,"$25,000 under $50,000"
5791,VT,5,51960,3186023,2337118,44177,76002,14605117771,2012.0,"$50,000 under $75,000"
5792,VT,6,32580,2826080,1954781,50023,93662,26718105563,2012.0,"$75,000 under $100,000"
5793,VT,7,52040,7066372,4774202,183232,394724,139512292743,2012.0,"$100,000 under $200,000"
5794,VT,8,16230,4675119,2491935,242406,685466,350580240962,2012.0,"$200,000 under $500,000"
5795,VT,9,2570,1701275,724549,114180,400146,27068463498,2012.0,"$500,000 under $1,000,000"
5796,VT,10,1220,3481049,704599,264597,1434021,84426060402,2012.0,"$1,000,000 or more"
5797,VA,0,4120940,403443911,258571449,10077126,45555717,2612124910210060,2012.0,No AGI Stub
5798,VA,1,79540,-2920642,464069,74614,248021,-984738-320883,2012.0,Under $1
5799,VA,2,429120,2179101,1675698,41148,31130,-31966270360,2012.0,"$1 under $10,000"
5800,VA,3,662850,11442161,8305505,101930,121380,-9066876569,2012.0,"$10,000 under $25,000"
5801,VA,4,880650,32250620,26252361,208263,315489,69552987391,2012.0,"$25,000 under $50,000"
5802,VA,5,569180,35053818,27370447,311197,501951,174423766092,2012.0,"$50,000 under $75,000"
5803,VA,6,388730,33745759,25317753,390853,674636,219949640063,2012.0,"$75,000 under $100,000"
5804,VA,7,725250,100786928,73467776,1682067,3561792,12634571978420,2012.0,"$100,000 under $200,000"
5805,VA,8,321020,92113298,62325457,2702044,7539425,40315832833176,2012.0,"$200,000 under $500,000"
5806,VA,9,44020,29482232,15997082,1284369,4601561,44856681077625,2012.0,"$500,000 under $1,000,000"
5807,VA,10,20570,69310636,17395301,3280641,27960332,169023871101247,2012.0,"$1,000,000 or more"
5808,WA,0,3760050,437733612,269505639,12395888,68562857,2333266710808223,2012.0,No AGI Stub
5809,WA,1,75380,-3262642,448313,57253,353389,-1298259-342271,2012.0,Under $1
5810,WA,2,292250,1485621,1194431,42682,32127,-44415115964,2012.0,"$1 under $10,000"
5811,WA,3,504770,8895225,5927284,111843,133886,-44431516194,2012.0,"$10,000 under $25,000"
5812,WA,4,822750,30369504,23239610,221944,352108,400351012702,2012.0,"$25,000 under $50,000"
5813,WA,5,562550,34712022,26004844,331958,596933,1837361008190,2012.0,"$50,000 under $75,000"
5814,WA,6,391990,34026110,24675082,386429,803837,288782928762,2012.0,"$75,000 under $100,000"
5815,WA,7,707660,98038203,70694459,1477064,3941364,16650512571489,2012.0,"$100,000 under $200,000"
5816,WA,8,311530,91690260,62909293,2185250,9548290,47374742649914,2012.0,"$200,000 under $500,000"
5817,WA,9,62240,41773589,25121701,1325616,7726195,4374039970702,2012.0,"$500,000 under $1,000,000"
5818,WA,10,28930,100005720,29290622,6255849,45074728,134306551376577,2012.0,"$1,000,000 or more"
5819,WV,0,788160,47517640,32423581,716975,2337509,18976341239942,2012.0,No AGI Stub
5820,WV,1,22270,-403126,56397,4554,19748,-93454-73460,2012.0,Under $1
5821,WV,2,104570,532054,378696,6446,4673,-446730733,2012.0,"$1 under $10,000"
5822,WV,3,159430,2744507,1897220,18813,20599,-26118436,2012.0,"$10,000 under $25,000"
5823,WV,4,190320,6903689,5369935,34343,48633,9331125737,2012.0,"$25,000 under $50,000"
5824,WV,5,111890,6885090,5146088,45561,75978,18652114126,2012.0,"$50,000 under $75,000"
5825,WV,6,73660,6383127,4719243,52311,95008,24149102912,2012.0,"$75,000 under $100,000"
5826,WV,7,100430,13400239,9830749,159228,375613,151810280528,2012.0,"$100,000 under $200,000"
5827,WV,8,21340,6000491,3536758,170503,491734,469391290964,2012.0,"$200,000 under $500,000"
5828,WV,9,3040,2027547,894401,89678,282568,375212132342,2012.0,"$500,000 under $1,000,000"
5829,WV,10,1210,3044022,594094,135538,922955,947036117624,2012.0,"$1,000,000 or more"
5830,WI,0,2937590,239582952,151106345,5613587,23332636,172963745882596,2012.0,No AGI Stub
5831,WI,1,53200,-2023934,259494,27063,177486,-597635-186826,2012.0,Under $1
5832,WI,2,324390,1643675,1280952,34900,36766,-2056697737,2012.0,"$1 under $10,000"
5833,WI,3,454490,7816130,5440623,95786,138237,-2458416464,2012.0,"$10,000 under $25,000"
5834,WI,4,692220,25637330,20148001,193229,350882,55535664978,2012.0,"$25,000 under $50,000"
5835,WI,5,460270,28305275,21135278,273698,549002,121595635828,2012.0,"$50,000 under $75,000"
5836,WI,6,303930,26386891,18770657,310522,673533,165149616708,2012.0,"$75,000 under $100,000"
5837,WI,7,488000,65894519,46953898,1046811,2728482,10079471620707,2012.0,"$100,000 under $200,000"
5838,WI,8,130070,37147944,22836210,1180094,3836248,27540961308065,2012.0,"$200,000 under $500,000"
5839,WI,9,20840,14049807,6937118,646337,2379487,2587065411028,2012.0,"$500,000 under $1,000,000"
5840,WI,10,10190,34725315,7344114,1805147,12462513,11225646297907,2012.0,"$1,000,000 or more"
5841,WY,0,282070,32239976,14025190,1651947,9291697,1959994576327,2012.0,No AGI Stub
5842,WY,1,7070,-573534,62166,15192,66242,-217072-38347,2012.0,Under $1
5843,WY,2,30300,154222,123406,3699,8502,-554210472,2012.0,"$1 under $10,000"
5844,WY,3,45350,785227,587766,9507,16022,-435745781,2012.0,"$10,000 under $25,000"
5845,WY,4,62330,2282122,1790705,19645,57442,-1797870975,2012.0,"$25,000 under $50,000"
5846,WY,5,41820,2581748,1902453,26410,63718,1230365527,2012.0,"$50,000 under $75,000"
5847,WY,6,30020,2607824,1879926,28936,76636,1817957470,2012.0,"$75,000 under $100,000"
5848,WY,7,48250,6516474,4452239,109092,352896,147085153093,2012.0,"$100,000 under $200,000"
5849,WY,8,12660,3638683,1647664,159696,624521,393705141621,2012.0,"$200,000 under $500,000"
5850,WY,9,2350,1595212,437741,108121,453646,35115657553,2012.0,"$500,000 under $1,000,000"
5851,WY,10,1920,12651998,1141124,1171649,7572072,128251512182,2012.0,"$1,000,000 or more"
5852,OA,0,719700,84259330,61899865,4488817,20784696,30432922734351,2012.0,No AGI Stub
5853,OA,1,114310,-1000902,3434735,24749,51577,-21807367248,2012.0,Under $1
5854,OA,2,134720,402366,4440987,53996,40568,4694235792,2012.0,"$1 under $10,000"
5855,OA,3,88020,1519920,2515606,95875,107816,6372176611,2012.0,"$10,000 under $25,000"
5856,OA,4,119710,4351894,4610219,170961,219603,20730226034,2012.0,"$25,000 under $50,000"
5857,OA,5,71110,4374862,4116169,173783,248536,15925182021,2012.0,"$50,000 under $75,000"
5858,OA,6,45610,3955456,3505606,159005,257007,10941151901,2012.0,"$75,000 under $100,000"
5859,OA,7,80160,11140072,9255059,473153,976566,73779423237,2012.0,"$100,000 under $200,000"
5860,OA,8,44720,13508266,10351112,654325,1826053,204206554137,2012.0,"$200,000 under $500,000"
5861,OA,9,12540,8617170,6132816,451958,1479938,313300263684,2012.0,"$500,000 under $1,000,000"
5862,OA,10,8790,37390226,13537556,2231012,15577032,2611418453686,2012.0,"$1,000,000 or more"
5863,PR,0,77440,3802368,2154108,196872,706945,318142187710,2012.0,No AGI Stub
5864,PR,1,5420,-156780,23953,13053,14266,104259795,2012.0,Under $1
5865,PR,2,14110,69894,86028,11393,3319,-57224124,2012.0,"$1 under $10,000"
5866,PR,3,20640,343091,177981,6476,4342,886939912,2012.0,"$10,000 under $25,000"
5867,PR,4,16510,595803,371216,12010,8430,247837865,2012.0,"$25,000 under $50,000"
5868,PR,5,9940,610010,458716,9572,11143,178519000,2012.0,"$50,000 under $75,000"
5869,PR,6,4970,426125,329118,30208,11714,396910887,2012.0,"$75,000 under $100,000"
5870,PR,7,4400,570929,409570,22840,34989,302222483,2012.0,"$100,000 under $200,000"
5871,PR,8,1060,297678,170646,30602,45716,1357214957,2012.0,"$200,000 under $500,000"
5872,PR,9,200,141804,45515,15095,44332,23424710,2012.0,"$500,000 under $1,000,000"
5873,PR,10,180,903814,81365,45623,528694,2511707977,2012.0,"$1,000,000 or more"
5874,US,0,159651330,14782492151,9708853012,408262606,1251675034,1033254282421556959,2012.0,No AGI Stub
5875,US,1,2654070,-160983232,24932310,3572443,13687741,-61756757-20267186,2012.0,Under $1
5876,US,2,16570990,83828886,69987790,2524930,380269,-16413729703857,2012.0,"$1 under $10,000"
5877,US,3,26667770,457838150,340971611,5663804,2613672,-27388949110492,2012.0,"$10,000 under $25,000"
5878,US,4,36574680,1347272765,1115534984,10829069,6837441,421880243999303,2012.0,"$25,000 under $50,000"
5879,US,5,23580310,1450741751,1144503678,14304823,10682618,851973834959215,2012.0,"$50,000 under $75,000"
5880,US,6,15282030,1324629902,992729917,16250082,13833989,1174897730609573,2012.0,"$75,000 under $100,000"
5881,US,7,25899270,3568034294,2624426636,59404894,67668592,6090383686514289,2012.0,"$100,000 under $200,000"
5882,US,8,9957520,2874717803,1997726141,81364750,148341823,17181455497576472,2012.0,"$200,000 under $500,000"
5883,US,9,1663800,1119630122,651617764,46707610,118340427,16946941241286855,2012.0,"$500,000 under $1,000,000"
5884,US,10,800900,2716781710,746422181,167640201,869288462,67025098148064089,2012.0,"$1,000,000 or more"
5885,AL,0,2149560,159215844,106508044,2855331,9092621,121050764068387,2012.0,No AGI Stub
5886,AL,1,32590,-1132335,215887,24706,102645,-491197-317620,2012.0,Under $1
5887,AL,2,219420,1170300,937446,23682,5636,-1498982749,2012.0,"$1 under $10,000"
5888,AL,3,440290,7567802,5894364,53459,32025,-1154627529,2012.0,"$10,000 under $25,000"
5889,AL,4,533690,19415493,16224995,100769,77196,18435274129,2012.0,"$25,000 under $50,000"
5890,AL,5,304710,18716863,14557967,135338,124345,74986324552,2012.0,"$50,000 under $75,000"
5891,AL,6,193220,16745342,12431909,156833,156378,117157322364,2012.0,"$75,000 under $100,000"
5892,AL,7,314390,42896519,31545823,554421,813042,673313934851,2012.0,"$100,000 under $200,000"
5893,AL,8,91550,25753999,16603028,665203,1478742,19973671038293,2012.0,"$200,000 under $500,000"
5894,AL,9,13210,8889823,4269118,344704,1057832,2024970380205,2012.0,"$500,000 under $1,000,000"
5895,AL,10,6490,19192038,3827507,796216,5244780,7706188401335,2012.0,"$1,000,000 or more"
5896,AK,0,348250,30289519,19575450,566925,1540030,19577641022521,2012.0,No AGI Stub
5897,AK,1,3620,-204199,44234,3288,12514,-96990-52984,2012.0,Under $1
5898,AK,2,37000,187704,98323,7649,79,-45826076,2012.0,"$1 under $10,000"
5899,AK,3,45750,794160,561202,12193,4592,-193449720,2012.0,"$10,000 under $25,000"
5900,AK,4,75040,2785321,2229469,22267,12701,-3201103442,2012.0,"$25,000 under $50,000"
5901,AK,5,53850,3324879,2544717,28403,22731,12425102532,2012.0,"$50,000 under $75,000"
5902,AK,6,37880,3285030,2380611,33316,31923,2597990903,2012.0,"$75,000 under $100,000"
5903,AK,7,68970,9560897,6681036,116086,169933,140296287718,2012.0,"$100,000 under $200,000"
5904,AK,8,22340,6224153,3808572,138723,370403,457012266696,2012.0,"$200,000 under $500,000"
5905,AK,9,2720,1804910,778221,70456,215979,43493994669,2012.0,"$500,000 under $1,000,000"
5906,AK,10,1070,2526664,449065,134544,699175,99382073749,2012.0,"$1,000,000 or more"
5907,AZ,0,3373850,287127454,184704540,7061563,24094759,191201078020560,2012.0,No AGI Stub
5908,AZ,1,59850,-3572133,440100,66064,230779,-1198609-515947,2012.0,Under $1
5909,AZ,2,299570,1552791,1152914,55488,-3123,-30794159659,2012.0,"$1 under $10,000"
5910,AZ,3,566000,9819688,7237754,132951,52741,-189781025150,2012.0,"$10,000 under $25,000"
5911,AZ,4,854350,31483225,26152308,242634,128709,545981057539,2012.0,"$25,000 under $50,000"
5912,AZ,5,516740,31724431,24627543,320660,212909,161700784910,2012.0,"$50,000 under $75,000"
5913,AZ,6,323430,28021475,20363863,356770,288183,256961657540,2012.0,"$75,000 under $100,000"
5914,AZ,7,526310,72169415,50554364,1252178,1506533,13974221734157,2012.0,"$100,000 under $200,000"
5915,AZ,8,185340,53161917,34117945,1602731,3708025,37105881697935,2012.0,"$200,000 under $500,000"
5916,AZ,9,28240,19006718,9432629,789279,2731520,3482628651289,2012.0,"$500,000 under $1,000,000"
5917,AZ,10,14020,43759927,10625120,2242808,15238483,11304591768328,2012.0,"$1,000,000 or more"
5918,AR,0,1295860,95807833,61994539,4685797,7053482,59027082403041,2012.0,No AGI Stub
5919,AR,1,22980,-1138282,163906,15456,92189,-409794-170784,2012.0,Under $1
5920,AR,2,135510,737520,578195,13961,4678,-1098271809,2012.0,"$1 under $10,000"
5921,AR,3,260900,4508759,3456048,34201,26800,3431446966,2012.0,"$10,000 under $25,000"
5922,AR,4,341880,12411853,10417246,66798,70047,29057348603,2012.0,"$25,000 under $50,000"
5923,AR,5,185170,11370633,8799915,83543,104894,76924261877,2012.0,"$50,000 under $75,000"
5924,AR,6,116600,10099534,7441226,90785,129661,120477207001,2012.0,"$75,000 under $100,000"
5925,AR,7,171550,23205579,16663903,297444,582719,557266516436,2012.0,"$100,000 under $200,000"
5926,AR,8,50020,14334287,9318755,337974,907856,1380566439493,2012.0,"$200,000 under $500,000"
5927,AR,9,7750,5214743,2731988,174528,608841,1079123167895,2012.0,"$500,000 under $1,000,000"
5928,AR,10,3520,15063207,2423357,3571107,4525797,3076640113745,2012.0,"$1,000,000 or more"
5929,CA,0,18487690,1987000701,1351712860,53671382,177049871,12593037058723101,2012.0,No AGI Stub
5930,CA,1,338630,-28275644,3029166,562678,1934439,-8865766-2443301,2012.0,Under $1
5931,CA,2,1686150,8618026,6508691,294329,15657,-2734231749334,2012.0,"$1 under $10,000"
5932,CA,3,2875390,49591594,36115885,629306,214661,-862597050319,2012.0,"$10,000 under $25,000"
5933,CA,4,4111430,151706092,126966418,1206279,616917,3952547290953,2012.0,"$25,000 under $50,000"
5934,CA,5,2688170,165590850,135364229,1566687,908454,9130764790710,2012.0,"$50,000 under $75,000"
5935,CA,6,1753150,151958686,118010082,1759341,1219252,12738323866660,2012.0,"$75,000 under $100,000"
5936,CA,7,3100470,431603140,324035897,6741383,6499568,670501210643628,2012.0,"$100,000 under $200,000"
5937,CA,8,1507480,442988530,323590338,10781859,19052667,2178917413027665,2012.0,"$200,000 under $500,000"
5938,CA,9,297910,200653911,132348780,6739664,19069260,226291415794587,2012.0,"$500,000 under $1,000,000"
5939,CA,10,128900,412565516,145743374,23389856,127518996,814503296952546,2012.0,"$1,000,000 or more"
5940,CO,0,2972380,297676269,195749444,8007710,28069785,198523039008225,2012.0,No AGI Stub
5941,CO,1,48020,-2915918,468602,70027,199076,-1493457-517330,2012.0,Under $1
5942,CO,2,286530,1407246,1111834,54133,11894,-35543172975,2012.0,"$1 under $10,000"
5943,CO,3,406430,7010786,5153599,122702,55931,-9555814252,2012.0,"$10,000 under $25,000"
5944,CO,4,640200,23901244,19663962,238289,152970,1002631174618,2012.0,"$25,000 under $50,000"
5945,CO,5,461980,28451976,22690511,324999,248058,241743952680,2012.0,"$50,000 under $75,000"
5946,CO,6,303770,26335459,19959623,366417,306437,337909809119,2012.0,"$75,000 under $100,000"
5947,CO,7,543480,75488737,55764527,1362283,1564730,18988142139471,2012.0,"$100,000 under $200,000"
5948,CO,8,230470,66570286,45897571,1879630,4094985,49591732012467,2012.0,"$200,000 under $500,000"
5949,CO,9,35450,23736043,12653249,1010020,3363661,4173039702831,2012.0,"$500,000 under $1,000,000"
5950,CO,10,16050,47690410,12385966,2579210,18072043,9679917747142,2012.0,"$1,000,000 or more"
5951,CT,0,1823240,217323692,138808435,8906635,21281816,126409528075625,2012.0,No AGI Stub
5952,CT,1,25690,-1932709,195193,41875,160615,-693677-187353,2012.0,Under $1
5953,CT,2,187320,944127,683326,36369,1019,-12214116993,2012.0,"$1 under $10,000"
5954,CT,3,259440,4439157,3165290,79230,28488,2157500788,2012.0,"$10,000 under $25,000"
5955,CT,4,370540,13719422,11029012,148453,79020,39251630410,2012.0,"$25,000 under $50,000"
5956,CT,5,267050,16498220,12742977,208554,120726,62941522645,2012.0,"$50,000 under $75,000"
5957,CT,6,183610,15919180,11580583,249725,157314,90577476464,2012.0,"$75,000 under $100,000"
5958,CT,7,332920,46533694,33398141,928907,818282,5594171565008,2012.0,"$100,000 under $200,000"
5959,CT,8,151170,43953769,31067087,1400032,1887039,18864012133884,2012.0,"$200,000 under $500,000"
5960,CT,9,29190,19816492,12861879,932063,1458769,21995611012867,2012.0,"$500,000 under $1,000,000"
5961,CT,10,16320,57432340,22084947,4881427,16570544,85065381303919,2012.0,"$1,000,000 or more"
5962,DE,0,503140,42387377,27343086,1094157,2196545,23680461046844,2012.0,No AGI Stub
5963,DE,1,5880,-277678,49619,5580,12858,-81985-57864,2012.0,Under $1
5964,DE,2,49340,257270,200795,6730,7,-289222308,2012.0,"$1 under $10,000"
5965,DE,3,79620,1369445,995718,17746,5123,279110470,2012.0,"$10,000 under $25,000"
5966,DE,4,116240,4286665,3414008,36137,15803,14388111794,2012.0,"$25,000 under $50,000"
5967,DE,5,75440,4646046,3403611,49473,28965,2524492355,2012.0,"$50,000 under $75,000"
5968,DE,6,51060,4427687,3008340,59191,43001,3168682925,2012.0,"$75,000 under $100,000"
5969,DE,7,89920,12401957,8324104,220084,211453,168032251670,2012.0,"$100,000 under $200,000"
5970,DE,8,30280,8502065,5577140,259306,424105,450499264358,2012.0,"$200,000 under $500,000"
5971,DE,9,3690,2462038,1277726,122525,265946,44262796920,2012.0,"$500,000 under $1,000,000"
5972,DE,10,1660,4311882,1092025,317385,1189284,132016871908,2012.0,"$1,000,000 or more"
5973,DC,0,348690,46825089,30801127,1572207,5065732,35037771808725,2012.0,No AGI Stub
5974,DC,1,4700,-394257,50278,6144,114286,-209732-42475,2012.0,Under $1
5975,DC,2,27330,136195,117750,4698,1543,-158615937,2012.0,"$1 under $10,000"
5976,DC,3,44140,757904,603049,8741,5618,-255673523,2012.0,"$10,000 under $25,000"
5977,DC,4,65340,2434747,2131554,17791,10698,-117951517,2012.0,"$25,000 under $50,000"
5978,DC,5,55150,3419215,2987139,27044,16729,354562212,2012.0,"$50,000 under $75,000"
5979,DC,6,39010,3380668,2925620,34896,24201,-170760791,2012.0,"$75,000 under $100,000"
5980,DC,7,66180,9164382,7603819,165718,115977,41525236164,2012.0,"$100,000 under $200,000"
5981,DC,8,36310,10828885,8300172,340829,362520,306192444337,2012.0,"$200,000 under $500,000"
5982,DC,9,7210,4820948,3056974,223955,335876,638930229206,2012.0,"$500,000 under $1,000,000"
5983,DC,10,3320,12276402,3024772,742391,4078284,2730345677513,2012.0,"$1,000,000 or more"
5984,FL,0,11130320,1121782194,591359855,47918525,182304352,11625463128385928,2012.0,No AGI Stub
5985,FL,1,216880,-19196408,1894985,460130,1765731,-6609555-1590861,2012.0,Under $1
5986,FL,2,1123740,5776254,4346303,214515,16347,-167460807990,2012.0,"$1 under $10,000"
5987,FL,3,2180990,37314354,27477610,500771,186101,2518964781219,2012.0,"$10,000 under $25,000"
5988,FL,4,2713330,98890486,81801768,1010318,524830,11379633010868,2012.0,"$25,000 under $50,000"
5989,FL,5,1568640,96277069,73358998,1327821,955608,14673262219737,2012.0,"$50,000 under $75,000"
5990,FL,6,960860,83182902,58249085,1551721,1177098,17028001818550,2012.0,"$75,000 under $100,000"
5991,FL,7,1559920,214439117,141392027,5569575,5971147,66020844578659,2012.0,"$100,000 under $200,000"
5992,FL,8,608870,177210866,103459059,8272177,14366906,145824145106993,2012.0,"$200,000 under $500,000"
5993,FL,9,119420,81310227,36259986,5386587,12232242,144151742680890,2012.0,"$500,000 under $1,000,000"
5994,FL,10,77670,346577327,63120034,23624910,145108342,828719894971883,2012.0,"$1,000,000 or more"
5995,GA,0,4932040,405672589,281020041,9690717,28967651,307962987863652,2012.0,No AGI Stub
5996,GA,1,83870,-4140390,705915,69556,262932,-1401682-990450,2012.0,Under $1
5997,GA,2,526160,2730949,2434634,57503,9173,-5134577515,2012.0,"$1 under $10,000"
5998,GA,3,1001660,17082163,13812526,129491,62842,4571536566,2012.0,"$10,000 under $25,000"
5999,GA,4,1164840,42487773,37019731,258881,159035,191054458282,2012.0,"$25,000 under $50,000"
6000,GA,5,682040,41911776,34093976,363864,260996,350686572043,2012.0,"$50,000 under $75,000"
6001,GA,6,426980,36958867,28389403,430276,352349,423637555119,2012.0,"$75,000 under $100,000"
6002,GA,7,706460,97289808,73021840,1628243,1818451,20906731696918,2012.0,"$100,000 under $200,000"
6003,GA,8,274700,79270690,56554233,2179733,4021417,56897172080306,2012.0,"$200,000 under $500,000"
6004,GA,9,44280,29755294,17091469,1195157,2902852,5827040860695,2012.0,"$500,000 under $1,000,000"
6005,GA,10,21070,62325659,17896314,3378013,19117604,176760611016658,2012.0,"$1,000,000 or more"
6006,HI,0,689960,57676242,36446083,2670985,3898620,25895162137701,2012.0,No AGI Stub
6007,HI,1,15220,-680178,87088,16198,131457,-172286-101192,2012.0,Under $1
6008,HI,2,74280,345177,242310,12127,1788,-802441036,2012.0,"$1 under $10,000"
6009,HI,3,93970,1622048,1133772,25384,9592,-15091168454,2012.0,"$10,000 under $25,000"
6010,HI,4,158040,5882640,4830612,48809,24589,15869216662,2012.0,"$25,000 under $50,000"
6011,HI,5,110080,6769596,5265892,67132,46079,28032181038,2012.0,"$50,000 under $75,000"
6012,HI,6,71890,6235246,4504944,75000,58253,46302169329,2012.0,"$75,000 under $100,000"
6013,HI,7,122120,16766479,11522674,272134,322910,242628496552,2012.0,"$100,000 under $200,000"
6014,HI,8,37470,10551721,6059009,319960,839032,675774574450,2012.0,"$200,000 under $500,000"
6015,HI,9,4920,3292686,1360464,138761,643375,572327213928,2012.0,"$500,000 under $1,000,000"
6016,HI,10,1970,6890827,1439318,1695480,1821545,1203985177444,2012.0,"$1,000,000 or more"
6017,ID,0,869500,72860958,44520381,1530211,7058829,74136971925152,2012.0,No AGI Stub
6018,ID,1,15170,-1106705,120351,17454,141580,-394112-118838,2012.0,Under $1
6019,ID,2,83410,431973,328522,14698,6234,-1343834141,2012.0,"$1 under $10,000"
6020,ID,3,137050,2373460,1761486,34462,21084,4770170803,2012.0,"$10,000 under $25,000"
6021,ID,4,210370,7755883,6225208,67175,61576,50490288785,2012.0,"$25,000 under $50,000"
6022,ID,5,134900,8313014,6283359,83602,89815,105698244727,2012.0,"$50,000 under $75,000"
6023,ID,6,91880,7970747,5780900,89675,118777,139343203955,2012.0,"$75,000 under $100,000"
6024,ID,7,143580,19486560,13664420,283334,583141,712035480585,2012.0,"$100,000 under $200,000"
6025,ID,8,42740,12284554,6995489,321658,1242228,1594889369236,2012.0,"$200,000 under $500,000"
6026,ID,9,6980,4698704,1839128,149569,953439,1207368128039,2012.0,"$500,000 under $1,000,000"
6027,ID,10,3420,10652768,1521518,468584,3840955,4006654123719,2012.0,"$1,000,000 or more"
6028,IL,0,6112890,580846466,388402656,15531406,41807890,4117762313409724,2012.0,No AGI Stub
6029,IL,1,81740,-4814212,713618,106975,331959,-1861820-525540,2012.0,Under $1
6030,IL,2,622230,3183866,2512912,101055,16605,-57763271717,2012.0,"$1 under $10,000"
6031,IL,3,965120,16525107,12252788,214371,86494,286501664400,2012.0,"$10,000 under $25,000"
6032,IL,4,1355580,50140078,41415564,411975,266002,3114111430984,2012.0,"$25,000 under $50,000"
6033,IL,5,908180,55962256,44091089,566683,358150,5177251082998,2012.0,"$50,000 under $75,000"
6034,IL,6,617780,53557099,40231013,659554,481323,551762921468,2012.0,"$75,000 under $100,000"
6035,IL,7,1062600,146819213,107589253,2530693,2305389,22678892676515,2012.0,"$100,000 under $200,000"
6036,IL,8,405540,116432667,82845980,3370542,4609077,61398383111901,2012.0,"$200,000 under $500,000"
6037,IL,9,63890,42954566,26638066,1880836,3578365,64022611299551,2012.0,"$500,000 under $1,000,000"
6038,IL,10,30220,100085826,30112373,5688722,29774526,268776701475730,2012.0,"$1,000,000 or more"
6039,IN,0,3246780,246316586,170997283,4183464,13017216,185011586222886,2012.0,No AGI Stub
6040,IN,1,43640,-1751149,279695,38410,257338,-937128-266079,2012.0,Under $1
6041,IN,2,396950,1995114,1418114,47582,3827,-22530123676,2012.0,"$1 under $10,000"
